Airport Code,Companyia aèria,Destinació,Estat,Info,Porta,Sortida,Terminal,Vol
OIT,ANA,Sapporo (CTS),previst,,55,06:55,2,NH4711
OIT,Air DoANA,Obihiro (OBO),previst,,500,06:55,2,HD 61NH 4761
OIT,Qantas,Sydney (SYD),previst,,145,06:55,3,QF26
OIT,ANA,Takamatsu (TAK),previst,,50A,06:55,2,NH531
OIT,ANA,Yonago (YGJ),previst,,508,06:55,2,NH381
ISG,StarFlyer,Fukuoka (KKJ),aterrat,,1,22:00,1,7G95
ISG,QantasLATAM Airlines,Sydney (SYD),en rutaretardat,,147,22:0022:18,3,QF 60LA 5927
ISG,ANAJuneyao AirlinesAir China LTD,Xangai (PVG),aterrat,,701,22:30,2,NH 967HO 3136CA 6672
ISG,ANAUnited Airlines,Nova York (JFK),en ruta,,73,22:45,2,NH 160UA 7924
ISG,ANAAir New ZealandVirgin AustraliaTurkish Airlines,Sydney (SYD),en rutaretardat,,67A,22:4523:25,2,NH 879NZ 4159VA 7401TK 8336
ISG,ANAAustrian,Viena (VIE),en rutaretardat,,68,22:4523:07,2,NH 205OS 8564
ISG,Japan AirlinesQatar Airways,Doha (DOH),en rutaretardat,,114,22:5023:34,3,JL 59QR 4851
ISG,ANALufthansa,Munic (MUC),en rutaretardat,,71,22:5523:17,2,NH 217LH 4923
ISG,ANAUnited Airlines,San Francisco (SFO),en rutaretardat,,108B,22:5523:36,3,NH 108UA 7939
ISG,Singapore AirlinesFiji AirwaysANAAir India,Singapore (SIN),en rutaretardat,,107A,22:5523:18,3,SQ 635FJ 5954NH 6251AI 8165
ISG,ANAUnited Airlines,Jakarta (CGK),en rutaretardat,,72,23:3000:19,2,NH 871UA 7902
ISG,ANAUnited Airlines,Kuala Lumpur (KUL),en rutaretardat,,106A,23:3000:21,3,NH 885UA 7905
ISG,United Airlines,Agana (GUM),aterrat,,105,23:35,3,UA848
ISG,AirAsia X,Kuala Lumpur (KUL),en rutaretardat,,147,23:5000:24,3,D7523
ISG,ANAThai Airways InternationalAir CanadaUnited Airlines,Bangkok (BKK),en rutaretardat,,67A,00:0500:31,2,NH 849TG 6106AC 6273UA 8003
ISG,Air FranceKLMSAS,París (CDG),en rutaretardat,,141,00:0500:33,3,AF 293KL 2330SK 9996
ISG,EmiratesJet Linx Aviation,Dubai (DXB),en rutaretardat,,144,00:0500:29,3,EK 313JL 5093
ISG,Japan AirlinesSriLankan AirlinesQantasHawaiian AirlinesAlphaSkyAmerican Airlines,Singapore (SIN),en rutaretardat,,109,00:0500:29,3,JL 35UL 3335QF 4026HA 5006AS 7349AA 8487
ISG,Tianjin Airlines,Tianjin (TSN),aterrat,,145,00:05,3,GS7936
ISG,Thai Airways InternationalANA,Bangkok (BKK),en rutaretardat,,110,00:2001:07,3,TG 661NH 5965
ISG,Japan AirlinesBritish AirwaysIberia,Londres (LHR),en rutaretardat,,135,00:2001:05,3,JL 41BA 4609IB 7191
ISG,ANALufthansa,Estocolm (ARN),en rutaretardat,,66,00:3001:03,2,NH 221LH 4949
ISG,ANAUnited Airlines,Los Angeles (LAX),en rutaretardat,,73,00:3001:16,2,NH 106UA 7982
ISG,ANASingapore AirlinesAir CanadaUnited Airlines,Singapore (SIN),en rutaretardat,,71,00:4001:14,2,NH 843SQ 5905AC 6228UA 7991
ISG,ANAAlitalia,Milà (MXP),en rutaretardat,,69,00:5501:19,2,NH 207AZ 7505
ISG,Hong Kong Express,Hong Kong (HKG),aterrat,,J,01:00,3,UO623
ISG,Japan AirlinesSriLankan AirlinesBangkok AirwaysHawaiian AirlinesAlphaSkyAmerican Airlines,Bangkok (BKK),en rutaretardat,,114,01:2001:32,3,JL 33UL 3357PG 4152HA 5004AS 7337AA 8485
ISG,ANAThai Airways International,Bangkok (BKK),en rutaretardat,,72,01:3001:36,2,NH 877TG 6102
ISG,Asiana AirlinesANA,Seül (ICN),aterrat,,148,01:30,3,OZ 177NH 6895
ISG,Japan AirlinesHawaiian AirlinesAlphaSkyAmerican Airlines,Ho Chi Minh City (SGN),en rutaretardat,,113,01:3001:44,3,JL 79HA 5011AS 7327AA 8493
ISG,Tianjin Airlines,Tianjin (TSN),aterrat,,149,01:30,3,GS7990
ISG,Philippine AirlinesANAAmerican Airlines,Manila (MNL),en rutaretardat,,141,01:5502:13,3,PR 423NH 5331AA 8345
ISG,Japan Airlines,Manila (MNL),en rutaretardat,,111,01:5502:10,3,JL77
ISG,Korean AirJet Linx AviationAir FranceVirgin Atlantic,Seül (ICN),aterrat,,146,02:00,3,KE 720JL 5257AF 5367VS 5530
ISG,VietJet AirFlexFlight,Ho Chi Minh City (SGN),en rutaretardat,,145,02:0002:15,3,VJ 821A1 2821H1 4012W2 4821
ISG,Peach Aviation,Seül (ICN),aterrat,,109,02:10,3,MM809
ISG,Hong Kong ExpressCathay Pacific,Hong Kong (HKG),en rutaretardat,,140,02:3002:31,3,UO 629CX 5629
ISG,Peach Aviation,Xangai (PVG),aterrat,,107A,02:40,3,MM877
ISG,ANA,Xiamen (XMN),en rutaretardat,,,02:5103:02,,NH9411
ISG,Spring Airlines Japan,Sapporo (CTS),en rutaretardat,,,04:3004:58,,IJ411
ISG,Spring Airlines Japan,Fukuoka (KKJ),en rutaretardat,,,04:4005:10,,IJ445
ISG,Tigerair Taiwan,Taipei (TPE),en rutaretardat,,144,05:2505:27,3,IT217
ISG,Peach Aviation,Taipei (TPE),en ruta,,107A,05:55,3,MM859
ISG,ANAPhilippine AirlinesTurkish Airlines,Sapporo (CTS),previst,,50B,06:20,2,NH 987PR 3152TK 4567
ISG,Skymark Airlines,Fukuoka (FUK),previst,,20,06:20,1,BC1
ISG,ANATurkish Airlines,Fukuoka (FUK),previst,,59,06:20,2,NH 239TK 8428
ISG,ANAPhilippine AirlinesTurkish Airlines,Osaka (ITM),previst,,62,06:20,2,NH 985PR 3110TK 8825
ISG,Jet Linx AviationHawaiian AirlinesQatar AirwaysChina Airlines,Kumamoto (KMJ),previst,,5A,06:20,1,JL 623HA 5312QR 6033CI 8463
ISG,Jet Linx AviationHawaiian AirlinesQatar AirwaysAlphaSkyChina AirlinesAmerican Airlines,Fukuoka (FUK),previst,,7,06:25,1,JL 303HA 5136QR 6023AS 7425CI 8321AA 8470
ISG,Jet Linx AviationHawaiian AirlinesQatar AirwaysCathay Pacific,Kagoshima (KOJ),previst,,4,06:25,1,JL 641HA 5328QR 6035CX 6334
ISG,Solaseed AirANA,Oita (OIT),previst,,505,06:25,2,6J 91NH 2491
ISG,ANATurkish Airlines,Okinawa (OKA),previst,,64,06:25,2,NH 461TK 8338
ISG,Skymark Airlines,Okinawa (OKA),previst,,21,06:30,1,BC511
ISG,Jet Linx AviationHawaiian AirlinesQatar AirwaysAlphaSkyAir FranceAmerican Airlines,Okinawa (OKA),previst,,13,06:30,1,JL 901HA 5414QR 6037AS 7521AF 8017AA 8473
ISG,Jet Linx AviationHawaiian AirlinesQatar Airways,Osaka (ITM),previst,,15,06:30,1,JL 101HA 5012QR 6027
ISG,Jet Linx AviationHawaiian AirlinesQatar AirwaysAlphaSky,Sapporo (CTS),previst,,17,06:35,1,JL 501HA 5230QR 6021AS 7393
ISG,StarFlyerANA,Fukuoka (FUK),previst,,1,06:35,1,7G 41NH 3841
ISG,Hong Kong ExpressCathay Pacific,Hong Kong (HKG),previst,,140,06:35,3,UO 625CX 5625
ISG,Skymark Airlines,Kagoshima (KOJ),previst,,19,06:35,1,BC301
ISG,ANAPhilippine Airlines,Iwakuni (IWK),previst,,51,06:40,2,NH 631PR 3182
ISG,ANATurkish Airlines,Kagoshima (KOJ),previst,,53,06:40,2,NH 619TK 8426
ISG,ANA,Okinawa (OKA),previst,,60,06:40,2,NH993
ISG,ANA,Osaka (UKB),previst,,47,06:40,2,NH411
ISG,Skymark Airlines,Sapporo (CTS),previst,,22,06:45,1,BC703
ISG,Jet Linx AviationHawaiian Airlines,Ishigaki (ISG),previst,,9,06:45,1,JL 971HA 5966
ISG,Solaseed AirANA,Okinawa (OKA),previst,,52,06:45,2,6J 21NH 2421
ISG,ANA,Fukuoka (FUK),previst,,65,06:50,2,NH1075
ISG,Solaseed AirANA,Miyazaki (KMI),previst,,503,06:50,2,6J 51NH 2451
ISG,Jet Linx AviationHawaiian AirlinesQatar AirwaysChina Airlines,Memanbetsu (MMB),previst,,18,06:50,1,JL 565HA 5277QR 6029CI 8407
ISG,Air DoANA,Sapporo (CTS),previst,,55,06:55,2,HD 11NH 4711
ISG,ANA,Sapporo (CTS),previst,,55,06:55,2,NH4711
ISG,Air DoANA,Obihiro (OBO),previst,,500,06:55,2,HD 61NH 4761
ISG,Qantas,Sydney (SYD),previst,,145,06:55,3,QF26
ISG,ANA,Takamatsu (TAK),previst,,50A,06:55,2,NH531
ISG,ANA,Yonago (YGJ),previst,,508,06:55,2,NH381
NRT,IndiGo,Chennai (MAA),aterrat,,08,19:30,,6E1174
NRT,SriLankan AirlinesJet Linx Aviation,Tòquio (NRT),en rutaretardat,,R2,19:5020:11,,UL 454JL 7076
NRT,Qatar AirwaysRwandAirSriLankan AirlinesLATAM AirlinesRoyal Air MarocAlphaSkyFinnairIberiaOman AirBritish AirwaysJetBlue AirwaysAmerican Airlines,Doha (DOH),aterrat,,14,20:20,,QR 655WB 1055UL 3503LA 5319AT 5717AS 5921AY 6020IB 6169WY 6270BA 6355B6 6500AA 8255
NRT,China Eastern Airlines,Xangai (PVG),en rutaretardat,,11,20:3020:35,,MU232
NRT,China Eastern Airlines,Xangai (PVG),en ruta,,,20:30,,MU7232
NRT,EmiratesAir Mauritius,Malé (MLE),aterrat,,09,20:35,MAIN,EK 653MK 9939
NRT,Air Arabia,Abu Dhabi (AUH),aterrat,,14,21:30,,G9709
NRT,FitsAirFlexFlight,Dhaka (DAC),aterrat,,R2,21:30,,8D 931W2 1871X1 455A1 5181
NRT,Etihad AirwaysSAS,Abu Dhabi (AUH),aterrat,,12,21:45,,EY 397SK 6516
NRT,IndiGoKLM,Bangalore (BLR),aterrat,,11,21:55,,6E 1184KL 4528
NRT,EmiratesCondorAir Mauritius,Dubai (DXB),aterrat,,08,22:05,MAIN,EK 655DE 5919MK 9941
NRT,Chongqing AirlinesChina Southern AirlinesChina Southern AirlinesChina Southern AirlinesChina Southern Airlines,Chongqing (CKG),en ruta,,10,22:15,,OQ 2394CZ 2394CZ 554CZ 2394CZ 554
NRT,AirAsia,Kuala Lumpur (KUL),aterrat,,06,22:55,,AK46
NRT,AirAsia,Bangkok (DMK),en rutaretardat,,10,23:1523:41,,AK141
NRT,SriLankan AirlinesAir IndiaAir Seychelles,Bombai (BOM),aterrat,,R2,23:40,,UL 141AI 6221HM 6244
NRT,JetstarQantas,Singapore (SIN),en rutaretardat,,11,23:4523:48,,JQ 332QF 5156
NRT,Malaysia AirlinesSriLankan AirlinesFireflyJet Linx AviationGaruda Indonesia,Kuala Lumpur (KUL),en rutaretardat,,06,00:0500:41,,MH 178UL 2178FY 7212JL 7950GA 9422
NRT,SriLankan AirlinesAir Seychelles,Sydney (SYD),en rutaretardat,,14,00:2001:10,,UL 606HM 6272
NRT,SriLankan Airlines,New Delhi (DEL),en rutaretardat,,R4,00:4000:45,,UL191
NRT,SriLankan AirlinesEthiopian AirlinesAir Seychelles,Melbourne (MEL),en rutaretardat,,08,00:4500:56,,UL 604ET 4253HM 6270
NRT,Singapore AirlinesAir New ZealandVirgin AustraliaAir Canada,Singapore (SIN),en rutaretardat,,07,00:5001:03,,SQ 469NZ 3445VA 5625AC 5872
NRT,Thai Airways InternationalAsiana Airlines,Bangkok (BKK),en rutaretardat,,11,00:5501:06,,TG 308OZ 6779
NRT,SriLankan AirlinesAir SeychellesMalaysia Airlines,Kuala Lumpur (KUL),en rutaretardat,,R5,01:0001:10,,UL 318HM 6230MH 9010
NRT,SriLankan AirlinesQantasMyanmar Airways InternationalJet Linx AviationAir SeychellesFinnair,Bangkok (BKK),en rutaretardat,,R2,01:1001:24,,UL 402QF 41988M 5402JL 5705HM 6222AY 6646
NRT,Cathay PacificQantasAmerican Airlines,Hong Kong (HKG),en rutaretardat,,12,01:1001:22,,CX 612QF 8216AA 8952
NRT,SriLankan AirlinesQantasMyanmar Airways InternationalAir Seychelles,Singapore (SIN),en rutaretardat,,R3,01:5001:51,,UL 306QF 34208M 5306HM 6240
NRT,flydubaiEmirates,Dubai (DXB),en rutaretardat,,10,02:0502:08,,FZ 570EK 2041
NRT,EmiratesAir Mauritius,Dubai (DXB),previst,,09,02:55,MAIN,EK 649MK 9935
NRT,SriLankan AirlinesAir Canada,París (CDG),previstretardat,,R5,03:2503:35,,UL 501AC 6880
NRT,Jazeera Airways,Kuwait City (KWI),previst,,10,03:30,,J9554
NRT,IndiGo,Chennai (MAA),previst,,06,03:30,,6E1172
NRT,Qatar AirwaysRwandAirFinnairSriLankan AirlinesRoyal JordanianLATAM AirlinesRoyal Air MarocAlphaSkyOman AirIberiaBritish AirwaysJetBlue AirwaysAmerican Airlines,Doha (DOH),previst,,07,03:35,,QR 663WB 1161AY 2756UL 3571RJ 3818LA 5612AT 5715AS 5927WY 6271IB 6311BA 6369B6 6502AA 8248
NRT,Etihad Airways,Abu Dhabi (AUH),previstretardat,,12,04:0504:29,,EY395
NRT,Air Arabia,Xarjah (SHJ),previst,,08,04:05,,G9588
NRT,Jazeera Airways,Kuwait City (KWI),previst,,11,04:30,,J9552
NRT,Qatar AirwaysRwandAirSriLankan AirlinesLATAM AirlinesRoyal Air MarocAlphaSkyBritish AirwaysIberiaOman AirJetBlue AirwaysFinnairAmerican AirlinesAir Serbia,Doha (DOH),previst,,14,04:35,,QR 659WB 1160UL 3011LA 5610AT 5721AS 5923BA 6178IB 6180WY 6415B6 6603AY 6699AA 8155JU 8302
NRT,Air SeychellesSriLankan Airlines,Mahé (SEZ),previst,,,04:50,,HM 263UL 3803X1 4860
NRT,SalamAirOman Air,Masqat (MCT),previst,,06,05:05,,OV 438WY 5218
NRT,Air Arabia,Xarjah (SHJ),previst,,10,05:15,,G9503
NRT,Turkish Airlines,Istanbul (IST),previst,,09,06:45,,TK731
NRT,FitsAirFlexFlight,Malé (MLE),previst,,,07:05,,8D 921W2 1841X1 459
NRT,SriLankan Airlines,Jakarta (CGK),previst,,10,07:20,,UL364
NRT,SriLankan AirlinesQatar AirwaysAir SeychellesMalaysia Airlines,Malé (MLE),previst,,07,07:20,,UL 101QR 4918HM 6202MH 9017
NRT,SriLankan Airlines,Chennai (MAA),previst,,,07:25,,UL121
NRT,SriLankan AirlinesJet Linx AviationAir SeychellesMalaysia Airlines,Kuala Lumpur (KUL),previst,,06,07:40,,UL 314JL 5731HM 6228MH 9008
NRT,SriLankan Airlines,Dhaka (DAC),previst,,,07:45,,UL189
NRT,SriLankan AirlinesAir India,Kochi (COK),previst,,08,08:05,,UL 165AI 6233
NRT,SriLankan Airlines,Katmandú (KTM),previst,,12,08:15,,UL181
NRT,SriLankan AirlinesAir India,Tiruchirapally (TRZ),previst,,,08:15,,UL 131AI 6239
NRT,Air IndiaSingapore Airlines,New Delhi (DEL),previst,,,08:20,,AI 282SQ 4944
NRT,flydubaiEmirates,Dubai (DXB),previst,,,09:10,,FZ 580EK 2031
KKJ,StarFlyer,Fukuoka (KKJ),aterrat,,1,22:00,1,7G95
KKJ,QantasLATAM Airlines,Sydney (SYD),en rutaretardat,,147,22:0022:18,3,QF 60LA 5927
KKJ,ANAJuneyao AirlinesAir China LTD,Xangai (PVG),aterrat,,701,22:30,2,NH 967HO 3136CA 6672
KKJ,ANAUnited Airlines,Nova York (JFK),en ruta,,73,22:45,2,NH 160UA 7924
KKJ,ANAAir New ZealandVirgin AustraliaTurkish Airlines,Sydney (SYD),en rutaretardat,,67A,22:4523:25,2,NH 879NZ 4159VA 7401TK 8336
KKJ,ANAAustrian,Viena (VIE),en rutaretardat,,68,22:4523:07,2,NH 205OS 8564
KKJ,Japan AirlinesQatar Airways,Doha (DOH),en rutaretardat,,114,22:5023:34,3,JL 59QR 4851
KKJ,ANALufthansa,Munic (MUC),en rutaretardat,,71,22:5523:17,2,NH 217LH 4923
KKJ,ANAUnited Airlines,San Francisco (SFO),en rutaretardat,,108B,22:5523:36,3,NH 108UA 7939
KKJ,Singapore AirlinesFiji AirwaysANAAir India,Singapore (SIN),en rutaretardat,,107A,22:5523:18,3,SQ 635FJ 5954NH 6251AI 8165
KKJ,ANAUnited Airlines,Jakarta (CGK),en rutaretardat,,72,23:3000:19,2,NH 871UA 7902
KKJ,ANAUnited Airlines,Kuala Lumpur (KUL),en rutaretardat,,106A,23:3000:21,3,NH 885UA 7905
KKJ,United Airlines,Agana (GUM),aterrat,,105,23:35,3,UA848
KKJ,AirAsia X,Kuala Lumpur (KUL),en rutaretardat,,147,23:5000:24,3,D7523
KKJ,ANAThai Airways InternationalAir CanadaUnited Airlines,Bangkok (BKK),en rutaretardat,,67A,00:0500:31,2,NH 849TG 6106AC 6273UA 8003
KKJ,Air FranceKLMSAS,París (CDG),en rutaretardat,,141,00:0500:33,3,AF 293KL 2330SK 9996
KKJ,EmiratesJet Linx Aviation,Dubai (DXB),en rutaretardat,,144,00:0500:29,3,EK 313JL 5093
KKJ,Japan AirlinesSriLankan AirlinesQantasHawaiian AirlinesAlphaSkyAmerican Airlines,Singapore (SIN),en rutaretardat,,109,00:0500:29,3,JL 35UL 3335QF 4026HA 5006AS 7349AA 8487
KKJ,Tianjin Airlines,Tianjin (TSN),aterrat,,145,00:05,3,GS7936
KKJ,Thai Airways InternationalANA,Bangkok (BKK),en rutaretardat,,110,00:2001:07,3,TG 661NH 5965
KKJ,Japan AirlinesBritish AirwaysIberia,Londres (LHR),en rutaretardat,,135,00:2001:05,3,JL 41BA 4609IB 7191
KKJ,ANALufthansa,Estocolm (ARN),en rutaretardat,,66,00:3001:03,2,NH 221LH 4949
KKJ,ANAUnited Airlines,Los Angeles (LAX),en rutaretardat,,73,00:3001:16,2,NH 106UA 7982
KKJ,ANASingapore AirlinesAir CanadaUnited Airlines,Singapore (SIN),en rutaretardat,,71,00:4001:14,2,NH 843SQ 5905AC 6228UA 7991
KKJ,ANAAlitalia,Milà (MXP),en rutaretardat,,69,00:5501:19,2,NH 207AZ 7505
KKJ,Hong Kong Express,Hong Kong (HKG),aterrat,,J,01:00,3,UO623
KKJ,Japan AirlinesSriLankan AirlinesBangkok AirwaysHawaiian AirlinesAlphaSkyAmerican Airlines,Bangkok (BKK),en rutaretardat,,114,01:2001:32,3,JL 33UL 3357PG 4152HA 5004AS 7337AA 8485
KKJ,ANAThai Airways International,Bangkok (BKK),en rutaretardat,,72,01:3001:36,2,NH 877TG 6102
KKJ,Asiana AirlinesANA,Seül (ICN),aterrat,,148,01:30,3,OZ 177NH 6895
KKJ,Japan AirlinesHawaiian AirlinesAlphaSkyAmerican Airlines,Ho Chi Minh City (SGN),en rutaretardat,,113,01:3001:44,3,JL 79HA 5011AS 7327AA 8493
KKJ,Tianjin Airlines,Tianjin (TSN),aterrat,,149,01:30,3,GS7990
KKJ,Philippine AirlinesANAAmerican Airlines,Manila (MNL),en rutaretardat,,141,01:5502:13,3,PR 423NH 5331AA 8345
KKJ,Japan Airlines,Manila (MNL),en rutaretardat,,111,01:5502:10,3,JL77
KKJ,Korean AirJet Linx AviationAir FranceVirgin Atlantic,Seül (ICN),aterrat,,146,02:00,3,KE 720JL 5257AF 5367VS 5530
KKJ,VietJet AirFlexFlight,Ho Chi Minh City (SGN),en rutaretardat,,145,02:0002:15,3,VJ 821A1 2821H1 4012W2 4821
KKJ,Peach Aviation,Seül (ICN),aterrat,,109,02:10,3,MM809
KKJ,Hong Kong ExpressCathay Pacific,Hong Kong (HKG),en rutaretardat,,140,02:3002:31,3,UO 629CX 5629
KKJ,Peach Aviation,Xangai (PVG),aterrat,,107A,02:40,3,MM877
KKJ,ANA,Xiamen (XMN),en rutaretardat,,,02:5103:02,,NH9411
KKJ,Spring Airlines Japan,Sapporo (CTS),en rutaretardat,,,04:3004:58,,IJ411
KKJ,Spring Airlines Japan,Fukuoka (KKJ),en rutaretardat,,,04:4005:10,,IJ445
KKJ,Tigerair Taiwan,Taipei (TPE),en rutaretardat,,144,05:2505:27,3,IT217
KKJ,Peach Aviation,Taipei (TPE),en ruta,,107A,05:55,3,MM859
KKJ,ANAPhilippine AirlinesTurkish Airlines,Sapporo (CTS),previst,,50B,06:20,2,NH 987PR 3152TK 4567
KKJ,Skymark Airlines,Fukuoka (FUK),previst,,20,06:20,1,BC1
KKJ,ANATurkish Airlines,Fukuoka (FUK),previst,,59,06:20,2,NH 239TK 8428
KKJ,ANAPhilippine AirlinesTurkish Airlines,Osaka (ITM),previst,,62,06:20,2,NH 985PR 3110TK 8825
KKJ,Jet Linx AviationHawaiian AirlinesQatar AirwaysChina Airlines,Kumamoto (KMJ),previst,,5A,06:20,1,JL 623HA 5312QR 6033CI 8463
KKJ,Jet Linx AviationHawaiian AirlinesQatar AirwaysAlphaSkyChina AirlinesAmerican Airlines,Fukuoka (FUK),previst,,7,06:25,1,JL 303HA 5136QR 6023AS 7425CI 8321AA 8470
KKJ,Jet Linx AviationHawaiian AirlinesQatar AirwaysCathay Pacific,Kagoshima (KOJ),previst,,4,06:25,1,JL 641HA 5328QR 6035CX 6334
KKJ,Solaseed AirANA,Oita (OIT),previst,,505,06:25,2,6J 91NH 2491
KKJ,ANATurkish Airlines,Okinawa (OKA),previst,,64,06:25,2,NH 461TK 8338
KKJ,Skymark Airlines,Okinawa (OKA),previst,,21,06:30,1,BC511
KKJ,Jet Linx AviationHawaiian AirlinesQatar AirwaysAlphaSkyAir FranceAmerican Airlines,Okinawa (OKA),previst,,13,06:30,1,JL 901HA 5414QR 6037AS 7521AF 8017AA 8473
KKJ,Jet Linx AviationHawaiian AirlinesQatar Airways,Osaka (ITM),previst,,15,06:30,1,JL 101HA 5012QR 6027
KKJ,Jet Linx AviationHawaiian AirlinesQatar AirwaysAlphaSky,Sapporo (CTS),previst,,17,06:35,1,JL 501HA 5230QR 6021AS 7393
KKJ,StarFlyerANA,Fukuoka (FUK),previst,,1,06:35,1,7G 41NH 3841
KKJ,Hong Kong ExpressCathay Pacific,Hong Kong (HKG),previst,,140,06:35,3,UO 625CX 5625
KKJ,Skymark Airlines,Kagoshima (KOJ),previst,,19,06:35,1,BC301
KKJ,ANAPhilippine Airlines,Iwakuni (IWK),previst,,51,06:40,2,NH 631PR 3182
KKJ,ANATurkish Airlines,Kagoshima (KOJ),previst,,53,06:40,2,NH 619TK 8426
KKJ,ANA,Okinawa (OKA),previst,,60,06:40,2,NH993
KKJ,ANA,Osaka (UKB),previst,,47,06:40,2,NH411
KKJ,Skymark Airlines,Sapporo (CTS),previst,,22,06:45,1,BC703
KKJ,Jet Linx AviationHawaiian Airlines,Ishigaki (ISG),previst,,9,06:45,1,JL 971HA 5966
KKJ,Solaseed AirANA,Okinawa (OKA),previst,,52,06:45,2,6J 21NH 2421
KKJ,ANA,Fukuoka (FUK),previst,,65,06:50,2,NH1075
KKJ,Solaseed AirANA,Miyazaki (KMI),previst,,503,06:50,2,6J 51NH 2451
KKJ,Jet Linx AviationHawaiian AirlinesQatar AirwaysChina Airlines,Memanbetsu (MMB),previst,,18,06:50,1,JL 565HA 5277QR 6029CI 8407
KKJ,Air DoANA,Sapporo (CTS),previst,,55,06:55,2,HD 11NH 4711
KKJ,ANA,Sapporo (CTS),previst,,55,06:55,2,NH4711
KKJ,Air DoANA,Obihiro (OBO),previst,,500,06:55,2,HD 61NH 4761
KKJ,Qantas,Sydney (SYD),previst,,145,06:55,3,QF26
KKJ,ANA,Takamatsu (TAK),previst,,50A,06:55,2,NH531
KKJ,ANA,Yonago (YGJ),previst,,508,06:55,2,NH381
NGO,Hong Kong Air Cargo,Hong Kong (HKG),en ruta,,,04:20,,RH4569
NGO,China Airlines,Osaka (KIX),en ruta,,,04:30,,CI5148
NGO,Suparna Airlines,Canton (CAN),en ruta,,,04:40,,Y87936
NGO,Suparna Airlines,Canton (CAN),previst,,,05:25,,Y87912
NGO,China Airlines,Busan (PUS),previst,,A4,06:00,1,CI190
NGO,VietJet AirFlexFlight,Ho Chi Minh City (SGN),previstretardat,,B1R,06:1006:30,1,VJ 841A1 2841H1 4047W2 4841
NGO,Tigerair Taiwan,Fukuoka (FUK),previst,,A2,06:15,1,IT240
NGO,Tigerair Taiwan,Sapporo (CTS),previst,,B4,06:20,1,IT234
NGO,Starlux,Osaka (UKB),previst,,B1R,06:20,1,JX834
NGO,China Airlines,Penang (PEN),previst,,,06:25,,CI6595
NGO,EVA AirAir New ZealandANAThai Airways International,Osaka (KIX),previst,,C9,06:30,2,BR 178NZ 4928NH 5834TG 6354
NGO,EVA Air,Kuala Lumpur (KUL),previst,,B8,06:30,2,BR217
NGO,EVA AirAir New ZealandANAThai Airways International,Komatsu (KMQ),previst,,D7,06:35,2,BR 158NZ 4920NH 5820TG 6376
NGO,Tigerair Taiwan,Tòquio (NRT),previst,,B1R,06:35,1,IT200
NGO,Tigerair Taiwan,Osaka (KIX),previst,,B3,06:40,1,IT210
NGO,ScootSingapore AirlinesSingapore Airlines,Tòquio (NRT),previst,,B5,06:45,1,TR 876SQ 8646SQ 8646
NGO,EVA AirAir New ZealandANAThai Airways InternationalTurkish Airlines,Okinawa (OKA),previst,,C5R,06:45,2,BR 112NZ 4907NH 5836TG 6332TK 9454
NGO,Tigerair Taiwan,Jeju (CJU),previst,,A3,06:50,1,IT654
NGO,China AirlinesHawaiian AirlinesJet Linx Aviation,Fukuoka (FUK),previst,,D8,06:50,2,CI 110HA 2540JL 5126
NGO,EVA AirAir New ZealandThai Airways InternationalANA,Matsuyama (MYJ),previst,,C10,06:50,2,BR 110NZ 4942TG 6294NH 6611
NGO,Tigerair Taiwan,Okinawa (OKA),previst,,B1,06:50,1,IT230
NGO,Starlux,Jakarta (CGK),previst,,B2,06:55,1,JX761
NGO,Starlux,Luzon Island (CRK),previst,,B7,06:55,2,JX789
NGO,EVA AirAir New ZealandANAThai Airways International,Sapporo (CTS),previst,,C5R,06:55,2,BR 166NZ 4924NH 5838TG 6366
NGO,China AirlinesBangkok Airways,Bangkok (BKK),previst,,8,07:00,1,CI 833PG 4900
NGO,Tigerair Taiwan,Hakodate (HKD),previst,,B1R,07:00,1,IT236
NGO,EVA AirHong Kong Airlines,Hong Kong (HKG),previst,,B9,07:00,2,BR 891HX 1819
NGO,Tigerair Taiwan,Fukuoka (HSG),previst,,B1R,07:10,1,IT246
NGO,China AirlinesKLMJet Linx Aviation,Hiroshima (HIJ),previst,,D4,07:15,2,CI 112KL 4976JL 5110
NGO,China AirlinesVietnam Airlines,Ho Chi Minh City (SGN),previst,,A6,07:15,1,CI 781VN 3581
NGO,China AirlinesPhilippine Airlines,Manila (MNL),previstretardat,,A5,07:2007:30,1,CI 701PR 3191
NGO,China Airlines,Phnom Penh (PNH),previst,,D3,07:20,1,CI861
NGO,EVA AirThai Airways International,Chiang Mai (CNX),previst,,C5R,07:25,2,BR 257TG 6323
NGO,China Airlines,Hong Kong (HKG),previst,,A2,07:25,1,CI601
NGO,China AirlinesBangkok Airways,Chiang Mai (CNX),previst,,B1R,07:30,1,CI 851PG 4908
NGO,Vietnam AirlinesChina Airlines,Hanoi (HAN),previst,,D5R,07:30,2,VN 579CI 9123
NGO,EVA AirAir New ZealandThai Airways InternationalAir CanadaAsiana Airlines,Seül (ICN),previst,,C5R,07:30,2,BR 170NZ 4926TG 6396AC 6535OZ 6874
NGO,Starlux,Kumamoto (KMJ),previst,,A4,07:30,1,JX846
NGO,China AirlinesJet Linx Aviation,Nagoya (NGO),previst,,D7,07:30,2,CI 154JL 5112
NGO,EVA Air,Ho Chi Minh City (SGN),previst,,C6,07:30,2,BR395
