"destinacio","iata_code_origen","companyia","estat_vol","hora_sortida","hora_original","hora_estimada","minuts_retard","y_retard","lat_origen","lon_origen","lat_desti","lon_desti","distancia_vol_km","companyia_reduida"
"TIA","ECN","Fly2Sky","desconegut","17:30",17:30:00,17:30:00,0,FALSE,35.152337,33.506584,41.4147,19.7206,1389.34138483741,"Altres"
"TIA","CTA","Ryanair","aterrat","18:30",18:30:00,18:30:00,0,FALSE,37.466801,15.0664,41.4147,19.7206,594.147182218988,"Ryanair"
"TIA","FLR","Ryanair","aterrat","18:30",18:30:00,18:30:00,0,FALSE,43.808558,11.202822,41.4147,19.7206,746.540081684558,"Ryanair"
"TIF","DWC","SaudiaAlitalia","previst","23:20",23:20:00,23:20:00,0,FALSE,24.896356,55.161389,21.483001,40.543442,1542.3512868799,"Altres"
"TIH","AUQ","Air Tahiti","aterrat","07:00",07:00:00,07:00:00,0,FALSE,-9.76879024506,-139.011001587,-15.1196002960205,-148.231002807617,1165.49157663482,"Altres"
"TIH","NHV","Air Tahiti","aterrat","07:00",07:00:00,07:00:00,0,FALSE,-8.7956,-140.229004,-15.1196002960205,-148.231002807617,1119.8616734716,"Altres"
"TIH","MOZ","Air Tahiti","aterrat","07:00",07:00:00,07:00:00,0,FALSE,-17.48979,-149.761777,-15.1196002960205,-148.231002807617,310.419348169968,"Altres"
"TIV","SVO","Air SerbiaQatar AirwaysEtihad AirwaysTAROMTurkish Airlines","aterrat","17:00",17:00:00,17:00:00,0,FALSE,55.972599,37.4146,42.4047012329102,18.7233009338379,2019.30792552089,"Altres"
"TIV","CPH","Air SerbiaQatar AirwaysEtihad AirwaysTAROMTurkish Airlines","aterrat","17:00",17:00:00,17:00:00,0,FALSE,55.617900848389,12.656000137329,42.4047012329102,18.7233009338379,1534.70445639185,"Altres"
"TIV","ZRH","Air SerbiaQatar AirwaysEtihad AirwaysTAROMTurkish Airlines","aterrat","17:00",17:00:00,17:00:00,0,FALSE,47.458056,8.548056,42.4047012329102,18.7233009338379,978.2570110117,"Altres"
"TIV","AUH","Air SerbiaQatar AirwaysEtihad AirwaysTAROMTurkish Airlines","aterrat","17:00",17:00:00,17:00:00,0,FALSE,24.443764,54.651718,42.4047012329102,18.7233009338379,3848.93462794891,"Altres"
"TIV","HAM","Air SerbiaQatar AirwaysEtihad AirwaysTAROMTurkish Airlines","aterrat","17:00",17:00:00,17:00:00,0,FALSE,53.630402,9.98823,42.4047012329102,18.7233009338379,1406.35090066778,"Altres"
"TIV","LCA","Air SerbiaQatar AirwaysEtihad AirwaysTAROMTurkish Airlines","aterrat","17:00",17:00:00,17:00:00,0,FALSE,34.875099,33.624901,42.4047012329102,18.7233009338379,1539.68549994516,"Altres"
"TJM","UUD","Aeroflot","previst","23:40",23:40:00,23:40:00,0,FALSE,51.808614,107.439652,57.16833,65.31611,2741.45297871507,"Aeroflot"
"TJM","ARH","Aeroflot","previst","23:45",23:45:00,23:45:00,0,FALSE,64.6003036499023,40.7167015075684,57.16833,65.31611,1553.27399870586,"Aeroflot"
"TJM","NBC","UTair Aviation","aterrat","20:15",20:15:00,20:15:00,0,FALSE,55.564701,52.092499,57.16833,65.31611,833.218988029964,"Altres"
"TJM","ULV","Pobeda","previst","00:30",00:30:00,00:30:00,0,FALSE,54.268299,48.2267,57.16833,65.31611,1115.69712007166,"Pobeda"
"TJM","SLY","Yamal Airlines","aterrat","18:20",18:20:00,18:20:00,0,FALSE,66.5907974243164,66.6110000610352,57.16833,65.31611,1051.04517053737,"Altres"
"TJM","IJK","Aeroflot","previst","23:45",23:45:00,23:45:00,0,FALSE,56.8280982971191,53.4575004577637,57.16833,65.31611,719.09553483816,"Aeroflot"
"TJM","PEZ","Aeroflot","previst","23:40",23:40:00,23:40:00,0,FALSE,53.1105995178223,45.0210990905762,57.16833,65.31611,1361.92345686436,"Aeroflot"
"TJM","HKT","Aeroflot","previst","00:35",00:35:00,00:35:00,0,FALSE,8.1132,98.316902,57.16833,65.31611,6160.18707610986,"Aeroflot"
"TJM","PEE","Pobeda","previst","00:30",00:30:00,00:30:00,0,FALSE,57.914501,56.021198,57.16833,65.31611,561.031827417108,"Pobeda"
"TJM","REN","Pobeda","previstretardat","23:3523:45",23:35:00,23:45:00,10,TRUE,51.7957992553711,55.4566993713379,57.16833,65.31611,872.660545636164,"Pobeda"
"TJM","ARH","Pobeda","previstretardat","23:3523:45",23:35:00,23:45:00,10,TRUE,64.6003036499023,40.7167015075684,57.16833,65.31611,1553.27399870586,"Pobeda"
"TJM","NYM","Yamal Airlines","aterrat","17:40",17:40:00,17:40:00,0,FALSE,65.4809036254883,72.6988983154297,57.16833,65.31611,1004.30031335272,"Altres"
"TJM","CEK","Pobeda","previst","00:30",00:30:00,00:30:00,0,FALSE,55.305801,61.5033,57.16833,65.31611,313.971839958246,"Pobeda"
"TJM","REN","Aeroflot","previst","23:45",23:45:00,23:45:00,0,FALSE,51.7957992553711,55.4566993713379,57.16833,65.31611,872.660545636164,"Aeroflot"
"TJM","IJK","Pobeda","previstretardat","23:3523:45",23:35:00,23:45:00,10,TRUE,56.8280982971191,53.4575004577637,57.16833,65.31611,719.09553483816,"Pobeda"
"TJM","KRR","Pobeda","previst","00:30",00:30:00,00:30:00,0,FALSE,45.034698,39.170502,57.16833,65.31611,2249.34035654027,"Pobeda"
"TJM","IGT","Aeroflot","previst","23:40",23:40:00,23:40:00,0,FALSE,43.323268,45.012568,57.16833,65.31611,2096.95188813678,"Aeroflot"
"TJM","NUX","Yamal Airlines","aterrat","16:45",16:45:00,16:45:00,0,FALSE,66.0693969726562,76.5203018188477,57.16833,65.31611,1150.84742801565,"Altres"
"TJM","IWA","Aeroflot","previst","23:45",23:45:00,23:45:00,0,FALSE,56.9393997192383,40.9407997131348,57.16833,65.31611,1468.05590127769,"Aeroflot"
"TJM","HKT","Aeroflot","en rutaretardat","23:4023:42",23:40:00,23:42:00,2,TRUE,8.1132,98.316902,57.16833,65.31611,6160.18707610986,"Aeroflot"
"TJM","SKX","Aeroflot","en ruta","23:40",23:40:00,23:40:00,0,FALSE,54.125129699707,45.2122573852539,57.16833,65.31611,1302.17025668798,"Aeroflot"
"TJM","ASF","Pobeda","previst","00:30",00:30:00,00:30:00,0,FALSE,46.282843,48.010511,57.16833,65.31611,1691.367847887,"Pobeda"
"TJM","PKV","Pobeda","previst","00:30",00:30:00,00:30:00,0,FALSE,57.7839012145996,28.3955993652344,57.16833,65.31611,2183.31477993778,"Pobeda"
"TJM","IWA","Pobeda","previstretardat","23:3523:45",23:35:00,23:45:00,10,TRUE,56.9393997192383,40.9407997131348,57.16833,65.31611,1468.05590127769,"Pobeda"
"TJM","NOJ","Pobeda","previst","00:30",00:30:00,00:30:00,0,FALSE,63.1833000183105,75.2699966430664,57.16833,65.31611,865.237797352858,"Pobeda"
"TJM","MMK","Pobeda","previst","00:30",00:30:00,00:30:00,0,FALSE,68.7817001342773,32.7508010864258,57.16833,65.31611,2052.28416795375,"Pobeda"
"TJU","KSQ","Ural Airlines","cancel·lat","22:00",22:00:00,22:00:00,0,FALSE,38.802246,65.773068,37.9880981445312,69.8050003051758,363.222813113898,"Ural Airlines"
"TKD","FNA","Africa World AirlinesStarlink Aviation","aterrat","16:30",16:30:00,16:30:00,0,FALSE,8.61644,-13.1955,4.8960599899292,-1.77476000785828,1328.46747970391,"Altres"
"TKD","FNA","PassionAir","aterrat","16:20",16:20:00,16:20:00,0,FALSE,8.61644,-13.1955,4.8960599899292,-1.77476000785828,1328.46747970391,"Altres"
"TKD","KMS","Africa World AirlinesStarlink Aviation","aterrat","16:30",16:30:00,16:30:00,0,FALSE,6.71456003189087,-1.59081995487213,4.8960599899292,-1.77476000785828,203.456806148177,"Altres"
"TKD","LFW","PassionAir","aterrat","16:20",16:20:00,16:20:00,0,FALSE,6.16561,1.25451,4.8960599899292,-1.77476000785828,364.17960189145,"Altres"
"TKD","TML","PassionAir","aterrat","16:20",16:20:00,16:20:00,0,FALSE,9.55718994140625,-0.863214015960693,4.8960599899292,-1.77476000785828,528.544037777909,"Altres"
"TKD","LFW","Africa World AirlinesStarlink Aviation","aterrat","16:30",16:30:00,16:30:00,0,FALSE,6.16561,1.25451,4.8960599899292,-1.77476000785828,364.17960189145,"Altres"
"TKD","TML","Africa World AirlinesStarlink Aviation","aterrat","16:30",16:30:00,16:30:00,0,FALSE,9.55718994140625,-0.863214015960693,4.8960599899292,-1.77476000785828,528.544037777909,"Altres"
"TKD","KMS","PassionAir","aterrat","16:20",16:20:00,16:20:00,0,FALSE,6.71456003189087,-1.59081995487213,4.8960599899292,-1.77476000785828,203.456806148177,"Altres"
"TKM","EVN","KrasAvia","previst","09:05",09:05:00,09:05:00,0,FALSE,40.1473007202,44.3959007263,56.361668,114.93,5267.67981859612,"Altres"
"TKM","NJC","KrasAvia","previst","09:05",09:05:00,09:05:00,0,FALSE,60.949299,76.483597,56.361668,114.93,2248.95222885265,"Altres"
"TKM","FRU","KrasAvia","previst","09:05",09:05:00,09:05:00,0,FALSE,43.0612983704,74.4776000977,56.361668,114.93,3204.43131847073,"Altres"
"TKM","NSK","KrasAvia","previst","09:05",09:05:00,09:05:00,0,FALSE,69.3110961914062,87.3321990966797,56.361668,114.93,1977.90309556149,"Altres"
"TKM","KJA","KrasAvia","previst","09:05",09:05:00,09:05:00,0,FALSE,56.173077,92.492437,56.361668,114.93,1381.04322371797,"Altres"
"TKM","UBN","KrasAvia","previst","09:05",09:05:00,09:05:00,0,FALSE,47.646916,106.819833,56.361668,114.93,1116.32328496927,"Altres"
"TKP","AUQ","Air Tahiti","aterrat","07:50",07:50:00,07:50:00,0,FALSE,-9.76879024506,-139.011001587,-14.7095003128052,-145.246002197266,873.065993040514,"Altres"
"TKP","MOZ","Air Tahiti","aterrat","07:50",07:50:00,07:50:00,0,FALSE,-17.48979,-149.761777,-14.7095003128052,-145.246002197266,573.57848047819,"Altres"
"TKP","NHV","Air Tahiti","aterrat","07:50",07:50:00,07:50:00,0,FALSE,-8.7956,-140.229004,-14.7095003128052,-145.246002197266,855.607285121476,"Altres"
"TKQ","DOD","Air Tanzania","previst","05:40",05:40:00,05:40:00,0,FALSE,-6.17044,35.752602,-4.8862,29.6709,688.843700519307,"Altres"
"TKQ","MFA","Air Tanzania","previst","05:40",05:40:00,05:40:00,0,FALSE,-7.917478,39.668502,-4.8862,29.6709,1156.17504468522,"Altres"
"TKQ","MBI","Air Tanzania","previst","05:40",05:40:00,05:40:00,0,FALSE,-8.919942,33.273981,-4.8862,29.6709,600.095199659148,"Altres"
"TKS","MYJ","Jet Linx AviationHawaiian AirlinesChina Airlines","previst","09:55",09:55:00,09:55:00,0,FALSE,33.8272018432617,132.699996948242,34.132801,134.606995,179.288574570637,"Altres"
"TKS","FSZ","Jet Linx AviationHawaiian AirlinesChina Airlines","previst","09:55",09:55:00,09:55:00,0,FALSE,34.796043,138.187752,34.132801,134.606995,336.813721483662,"Altres"
"TKS","IZO","Jet Linx AviationHawaiian AirlinesChina Airlines","previst","09:55",09:55:00,09:55:00,0,FALSE,35.413601,132.889999,34.132801,134.606995,212.072708443008,"Altres"
"TKS","ASJ","Jet Linx AviationHawaiian AirlinesChina Airlines","previst","09:55",09:55:00,09:55:00,0,FALSE,28.4305992126465,129.712997436523,34.132801,134.606995,786.953659606342,"Altres"
"TKS","KMI","Jet Linx AviationHawaiian AirlinesChina Airlines","previst","09:55",09:55:00,09:55:00,0,FALSE,31.877199173,131.449005127,34.132801,134.606995,387.20924200207,"Altres"
"TKS","KIJ","Jet Linx AviationHawaiian AirlinesChina Airlines","previst","09:55",09:55:00,09:55:00,0,FALSE,37.9558982849,139.121002197,34.132801,134.606995,588.229708349766,"Altres"
"TKS","SDJ","Jet Linx AviationHawaiian AirlinesChina Airlines","previst","09:55",09:55:00,09:55:00,0,FALSE,38.139702,140.917007,34.132801,134.606995,721.334430718117,"Altres"
"TKS","KCZ","Jet Linx AviationHawaiian AirlinesChina Airlines","previst","09:55",09:55:00,09:55:00,0,FALSE,33.546101,133.669006,34.132801,134.606995,108.568694150908,"Altres"
"TKS","KMQ","Jet Linx AviationHawaiian AirlinesChina Airlines","previst","09:55",09:55:00,09:55:00,0,FALSE,36.3946,136.406998,34.132801,134.606995,300.253619114223,"Altres"
"TLE","MRU","Madagascar Airlines","previst","02:20",02:20:00,02:20:00,0,FALSE,-20.430201,57.683601,-23.3834,43.7285,1477.60107254319,"Altres"
"TLE","FTU","Madagascar Airlines","aterrat","18:30",18:30:00,18:30:00,0,FALSE,-25.038099,46.9561,-23.3834,43.7285,375.8926048947,"Altres"
"TLE","NOS","Madagascar Airlines","previst","02:20",02:20:00,02:20:00,0,FALSE,-13.3121,48.3148,-23.3834,43.7285,1221.04346618828,"Altres"
"TLE","FTU","Madagascar Airlines","previst","02:20",02:20:00,02:20:00,0,FALSE,-25.038099,46.9561,-23.3834,43.7285,375.8926048947,"Altres"
"TLE","TNR","Madagascar Airlines","aterrat","18:30",18:30:00,18:30:00,0,FALSE,-18.7969,47.478802,-23.3834,43.7285,642.088518383485,"Altres"
"TLE","TNR","Madagascar Airlines","previst","02:20",02:20:00,02:20:00,0,FALSE,-18.7969,47.478802,-23.3834,43.7285,642.088518383485,"Altres"
"TLE","NOS","Madagascar Airlines","aterrat","18:30",18:30:00,18:30:00,0,FALSE,-13.3121,48.3148,-23.3834,43.7285,1221.04346618828,"Altres"
"TLE","MRU","Madagascar Airlines","aterrat","18:30",18:30:00,18:30:00,0,FALSE,-20.430201,57.683601,-23.3834,43.7285,1477.60107254319,"Altres"
"TLH","FPO","Silver AirwaysUnited AirlinesCopa AirlinesJetBlue AirwaysAzul","previstretardat","17:1518:03",17:15:00,18:03:00,48,TRUE,26.5587005615,-78.695602417,30.3965,-84.350304,698.858089603255,"Altres"
"TLK","MDL","S7 Airlines","previst","03:45",03:45:00,03:45:00,0,FALSE,21.7021999359131,95.977897644043,59.876389,111.044444,4412.32179613309,"Altres"
"TLL","DRS","Air BalticAlitalia","en ruta","21:45",21:45:00,21:45:00,0,FALSE,51.134123,13.767831,59.413246,24.83264,1155.19982468386,"Altres"
"TLL","RNN","CityjetKLM","en rutaretardat","22:5523:01",22:55:00,23:01:00,6,TRUE,55.063301,14.7596,59.413246,24.83264,774.959677201309,"Altres"
"TLL","VAA","FinnairAir FranceBritish Airways","aterrat","21:25",21:25:00,21:25:00,0,FALSE,63.050701,21.762199,59.413246,24.83264,436.93750204117,"Altres"
"TLL","BER","Air BalticAlitalia","en ruta","21:45",21:45:00,21:45:00,0,FALSE,52.362247,13.500672,59.413246,24.83264,1053.89676997312,"Altres"
"TLL","AAR","CityjetKLM","en rutaretardat","22:5523:01",22:55:00,23:01:00,6,TRUE,56.303331,10.618286,59.413246,24.83264,907.97677492952,"Altres"
"TLL","FRA","Air BalticAlitalia","en ruta","21:45",21:45:00,21:45:00,0,FALSE,50.030241,8.561096,59.413246,24.83264,1470.85033996945,"Altres"
"TLL","TBS","Air BalticAlitalia","en rutaretardat","21:4522:01",21:45:00,22:01:00,16,TRUE,41.669201,44.9547,59.413246,24.83264,2414.00874316529,"Altres"
"TLL","AAL","CityjetKLM","en rutaretardat","22:5523:01",22:55:00,23:01:00,6,TRUE,57.094763,9.84993,59.413246,24.83264,912.477851290516,"Altres"
"TLL","GOT","CityjetKLM","en rutaretardat","22:5523:01",22:55:00,23:01:00,6,TRUE,57.6628,12.2798,59.413246,24.83264,753.644744580934,"Altres"
"TLL","KAO","FinnairAir FranceBritish Airways","aterrat","21:25",21:25:00,21:25:00,0,FALSE,65.987602,29.239401,59.413246,24.83264,765.199331998205,"Altres"
"TLL","RVN","FinnairAir FranceBritish Airways","previstretardat","00:2000:35",00:20:00,00:35:00,15,TRUE,66.564796447754,25.830400466919,59.413246,24.83264,797.677449485286,"Altres"
"TLL","VBY","SASKLM","aterrat","18:40",18:40:00,18:40:00,0,FALSE,57.662799835205,18.346200942993,59.413246,24.83264,424.018064998773,"Altres"
"TLL","OST","SunExpress","previst","23:25",23:25:00,23:25:00,0,FALSE,51.1998,2.874673,59.413246,24.83264,1652.76628983126,"Altres"
"TLL","BLL","CityjetKLM","en rutaretardat","22:5523:01",22:55:00,23:01:00,6,TRUE,55.740335,9.157019,59.413246,24.83264,1017.90675169588,"Altres"
"TLL","RVN","FinnairAir FranceBritish Airways","aterrat","21:25",21:25:00,21:25:00,0,FALSE,66.564796447754,25.830400466919,59.413246,24.83264,797.677449485286,"Altres"
"TLL","LLA","SASKLM","aterrat","18:40",18:40:00,18:40:00,0,FALSE,65.5438,22.122,59.413246,24.83264,696.385558036818,"Altres"
"TLL","KAO","FinnairAir FranceBritish Airways","previstretardat","00:2000:35",00:20:00,00:35:00,15,TRUE,65.987602,29.239401,59.413246,24.83264,765.199331998205,"Altres"
"TLL","KUN","CityjetKLM","en rutaretardat","22:5523:04",22:55:00,23:04:00,9,TRUE,54.9639015197754,24.0848007202148,59.413246,24.83264,497.340334955905,"Altres"
"TLL","VAA","FinnairAir FranceBritish Airways","previstretardat","00:2000:35",00:20:00,00:35:00,15,TRUE,63.050701,21.762199,59.413246,24.83264,436.93750204117,"Altres"
"TLN","BDS","Jet Story","aterrat","15:05",15:05:00,15:05:00,0,FALSE,40.6576,17.947001,43.097301,6.14603,1014.14811249211,"Altres"
"TLN","RAK","Transavia","aterrat","20:00",20:00:00,20:00:00,0,FALSE,31.606899,-8.0363,43.097301,6.14603,1787.07035240066,"Altres"
"TLS","ARN","Ryanair","aterrat","17:30",17:30:00,17:30:00,0,FALSE,59.64849,17.928829,43.629101,1.36382,2105.84260285835,"Ryanair"
"TLS","OUL","LufthansaUnited Airlines","en rutaretardat","21:2521:40",21:25:00,21:40:00,15,TRUE,64.930099,25.354601,43.629101,1.36382,2799.81928191209,"Altres"
"TLS","EUN","SmartLynx Airlines","aterrat","15:50",15:50:00,15:50:00,0,FALSE,27.142467,-13.224947,43.629101,1.36382,2255.55380949028,"Altres"
"TLS","VAR","Ryanair","aterrat","17:30",17:30:00,17:30:00,0,FALSE,43.232101,27.8251,43.629101,1.36382,2130.5251882673,"Ryanair"
"TLS","CUF","JSC Avion Express","desconegut","17:15",17:15:00,17:15:00,0,FALSE,44.547001,7.62322,43.629101,1.36382,510.672680583769,"Altres"
"TLS","FMO","LufthansaUnited Airlines","en rutaretardat","21:2521:40",21:25:00,21:40:00,15,TRUE,52.134602,7.68483,43.629101,1.36382,1056.95206656246,"Altres"
"TLS","CUF","SmartLynx Airlines","aterrat","15:50",15:50:00,15:50:00,0,FALSE,44.547001,7.62322,43.629101,1.36382,510.672680583769,"Altres"
"TLS","EUN","JSC Avion Express","desconegut","17:15",17:15:00,17:15:00,0,FALSE,27.142467,-13.224947,43.629101,1.36382,2255.55380949028,"Altres"
"TLV","REG","ITA Airways","previst","22:50",22:50:00,22:50:00,0,FALSE,38.071201,15.6516,32.011398,34.8867,1873.9763723458,"Altres"
"TLV","TRN","El Al","previst","00:40",00:40:00,00:40:00,0,FALSE,45.200802,7.64963,32.011398,34.8867,2766.87208978035,"Altres"
"TLV","LXS","El Al","en rutaretardat","23:5500:17",23:55:00,00:17:00,22,TRUE,39.917098999,25.2362995148,32.011398,34.8867,1235.6466268593,"Altres"
"TLV","LXS","Arkia Israeli Airlines","previst","02:05",02:05:00,02:05:00,0,FALSE,39.917098999,25.2362995148,32.011398,34.8867,1235.6466268593,"Altres"
"TLV","LXS","Israir Airlines","previstretardat","01:0001:25",01:00:00,01:25:00,25,TRUE,39.917098999,25.2362995148,32.011398,34.8867,1235.6466268593,"Altres"
"TLV","LXS","Aegean Airlines","cancel·lat","23:55",23:55:00,23:55:00,0,FALSE,39.917098999,25.2362995148,32.011398,34.8867,1235.6466268593,"Altres"
"TLV","HEL","Ryanair","cancel·lat","16:00",16:00:00,16:00:00,0,FALSE,60.318363,24.963341,32.011398,34.8867,3234.59836271229,"Ryanair"
"TLV","CAG","Israir Airlines","previst","02:00",02:00:00,02:00:00,0,FALSE,39.251499,9.05428,32.011398,34.8867,2462.14404513256,"Altres"
"TLV","KVA","Aegean Airlines","cancel·lat","23:55",23:55:00,23:55:00,0,FALSE,40.9133,24.6192,32.011398,34.8867,1349.70001676939,"Altres"
"TLV","LXS","HelloJets","en rutaretardat","00:1500:33",00:15:00,00:33:00,18,TRUE,39.917098999,25.2362995148,32.011398,34.8867,1235.6466268593,"Altres"
"TLV","KVA","HelloJets","en rutaretardat","00:1500:33",00:15:00,00:33:00,18,TRUE,40.9133,24.6192,32.011398,34.8867,1349.70001676939,"Altres"
"TLV","UME","Blue Bird Airways","aterrat","17:10",17:10:00,17:10:00,0,FALSE,63.791801452637,20.282800674438,32.011398,34.8867,3681.69060947553,"Altres"
"TLV","KVA","El Al","en rutaretardat","23:5500:17",23:55:00,00:17:00,22,TRUE,40.9133,24.6192,32.011398,34.8867,1349.70001676939,"Altres"
"TLV","CAG","Israir Airlines","previstretardat","23:0523:22",23:05:00,23:22:00,17,TRUE,39.251499,9.05428,32.011398,34.8867,2462.14404513256,"Altres"
"TLV","REG","Israir Airlines","previstretardat","23:0523:22",23:05:00,23:22:00,17,TRUE,38.071201,15.6516,32.011398,34.8867,1873.9763723458,"Altres"
"TLV","NDR","El Al","previstretardat","00:4000:53",00:40:00,00:53:00,13,TRUE,34.9888,-3.02821,32.011398,34.8867,3514.15062268502,"Altres"
"TLV","LXS","Arkia Israeli Airlines","previst","03:05",03:05:00,03:05:00,0,FALSE,39.917098999,25.2362995148,32.011398,34.8867,1235.6466268593,"Altres"
"TLV","SOF","San Marino Executive Aviation","previstretardat","23:0023:15",23:00:00,23:15:00,15,TRUE,42.696357,23.417671,32.011398,34.8867,1560.53101954141,"Altres"
"TLV","HHN","El Al","previst","00:40",00:40:00,00:40:00,0,FALSE,49.9487,7.26389,32.011398,34.8867,3030.86799635999,"Altres"
"TLV","REG","El Al","previstretardat","23:5500:10",23:55:00,00:10:00,15,TRUE,38.071201,15.6516,32.011398,34.8867,1873.9763723458,"Altres"
"TLV","REG","Israir Airlines","previst","02:00",02:00:00,02:00:00,0,FALSE,38.071201,15.6516,32.011398,34.8867,1873.9763723458,"Altres"
"TLV","KVA","Israir Airlines","previstretardat","01:0001:25",01:00:00,01:25:00,25,TRUE,40.9133,24.6192,32.011398,34.8867,1349.70001676939,"Altres"
"TLV","TLL","Flylili","en rutaretardat","20:4521:19",20:45:00,21:19:00,34,TRUE,59.413246,24.83264,32.011398,34.8867,3140.94735666896,"Altres"
"TLV","HHN","Flylili","en rutaretardat","20:4521:19",20:45:00,21:19:00,34,TRUE,49.9487,7.26389,32.011398,34.8867,3030.86799635999,"Altres"
"TLV","CNX","El AlThai Airways International","en rutaretardat","22:3023:13",22:30:00,23:13:00,43,TRUE,18.7667999268,98.962600708,32.011398,34.8867,6519.40397218245,"Altres"
"TLV","TRN","Flylili","en rutaretardat","20:4521:19",20:45:00,21:19:00,34,TRUE,45.200802,7.64963,32.011398,34.8867,2766.87208978035,"Altres"
"TLV","ACC","British AirwaysAmerican Airlines","cancel·lat","21:15",21:15:00,21:15:00,0,FALSE,5.60518980026245,-0.166786000132561,32.011398,34.8867,4680.64802602469,"Altres"
"TLV","TLL","El Al","previst","00:40",00:40:00,00:40:00,0,FALSE,59.413246,24.83264,32.011398,34.8867,3140.94735666896,"Altres"
"TLV","LXS","Arkia Israeli Airlines","aterrat","21:55",21:55:00,21:55:00,0,FALSE,39.917098999,25.2362995148,32.011398,34.8867,1235.6466268593,"Altres"
"TLV","KVA","El Al","previstretardat","01:1501:30",01:15:00,01:30:00,15,TRUE,40.9133,24.6192,32.011398,34.8867,1349.70001676939,"Altres"
"TLV","CAG","El Al","previstretardat","23:5500:10",23:55:00,00:10:00,15,TRUE,39.251499,9.05428,32.011398,34.8867,2462.14404513256,"Altres"
"TLV","LXS","Blue Bird Airways","aterrat","21:00",21:00:00,21:00:00,0,FALSE,39.917098999,25.2362995148,32.011398,34.8867,1235.6466268593,"Altres"
"TLV","KVA","Arkia Israeli Airlines","previst","02:05",02:05:00,02:05:00,0,FALSE,40.9133,24.6192,32.011398,34.8867,1349.70001676939,"Altres"
"TLV","KVA","Blue Bird Airways","aterrat","21:00",21:00:00,21:00:00,0,FALSE,40.9133,24.6192,32.011398,34.8867,1349.70001676939,"Altres"
"TLV","UME","Electra Airways","aterrat","18:30",18:30:00,18:30:00,0,FALSE,63.791801452637,20.282800674438,32.011398,34.8867,3681.69060947553,"Altres"
"TLV","CAG","ITA Airways","previst","22:50",22:50:00,22:50:00,0,FALSE,39.251499,9.05428,32.011398,34.8867,2462.14404513256,"Altres"
"TLV","USM","El AlThai Airways International","en rutaretardat","22:3023:13",22:30:00,23:13:00,43,TRUE,9.54779,100.061996,32.011398,34.8867,7120.00209354923,"Altres"
"TLV","KVA","Arkia Israeli Airlines","previst","03:05",03:05:00,03:05:00,0,FALSE,40.9133,24.6192,32.011398,34.8867,1349.70001676939,"Altres"
"TLV","LXS","El Al","previstretardat","01:1501:30",01:15:00,01:30:00,15,TRUE,39.917098999,25.2362995148,32.011398,34.8867,1235.6466268593,"Altres"
"TLV","HDY","El AlThai Airways International","en rutaretardat","22:3023:13",22:30:00,23:13:00,43,TRUE,6.93320989609,100.392997742,32.011398,34.8867,7303.50930722064,"Altres"
"TLV","KVA","Arkia Israeli Airlines","aterrat","21:55",21:55:00,21:55:00,0,FALSE,40.9133,24.6192,32.011398,34.8867,1349.70001676939,"Altres"
"TLV","VNO","El Al","previstretardat","00:4000:53",00:40:00,00:53:00,13,TRUE,54.634102,25.285801,32.011398,34.8867,2629.99176982059,"Altres"
"TLV","SOF","Challenge Airlines BE","previst","23:45",23:45:00,23:45:00,0,FALSE,42.696357,23.417671,32.011398,34.8867,1560.53101954141,"Altres"
"TMB","ZSA","","aterrat","13:15",13:15:00,13:15:00,0,FALSE,24.063299,-74.524002,25.6479,-80.4328,622.28254660487,"Altres"
"TMJ","UGC","Silkavia","previst","08:00",08:00:00,08:00:00,0,FALSE,41.584300994873,60.6417007446289,37.287261,67.311869,746.37142412648,"Altres"
"TMJ","NCU","Silkavia","aterrat","19:05",19:05:00,19:05:00,0,FALSE,42.4884,59.623299,37.287261,67.311869,874.831280212817,"Altres"
"TMJ","NCU","Silkavia","previst","08:00",08:00:00,08:00:00,0,FALSE,42.4884,59.623299,37.287261,67.311869,874.831280212817,"Altres"
"TMJ","UGC","Silkavia","previst","06:30",06:30:00,06:30:00,0,FALSE,41.584300994873,60.6417007446289,37.287261,67.311869,746.37142412648,"Altres"
"TMJ","BHK","Silkavia","previst","08:00",08:00:00,08:00:00,0,FALSE,39.775002,64.483299,37.287261,67.311869,370.583563384489,"Altres"
"TMJ","NCU","Silkavia","previst","06:30",06:30:00,06:30:00,0,FALSE,42.4884,59.623299,37.287261,67.311869,874.831280212817,"Altres"
"TMJ","BHK","Silkavia","previst","06:30",06:30:00,06:30:00,0,FALSE,39.775002,64.483299,37.287261,67.311869,370.583563384489,"Altres"
"TMJ","BHK","Silkavia","aterrat","19:05",19:05:00,19:05:00,0,FALSE,39.775002,64.483299,37.287261,67.311869,370.583563384489,"Altres"
"TMJ","UGC","Silkavia","aterrat","19:05",19:05:00,19:05:00,0,FALSE,41.584300994873,60.6417007446289,37.287261,67.311869,746.37142412648,"Altres"
"TML","TKD","PassionAir","desconegut","15:30",15:30:00,15:30:00,0,FALSE,4.8960599899292,-1.77476000785828,9.55718994140625,-0.863214015960693,528.544037777909,"Altres"
"TML","TKD","Africa World AirlinesStarlink Aviation","aterrat","16:00",16:00:00,16:00:00,0,FALSE,4.8960599899292,-1.77476000785828,9.55718994140625,-0.863214015960693,528.544037777909,"Altres"
